id,customer_id,shipping_address_id,channel_id,carrier,shipped_at_date_id,shipped_at_time,delivered_at_date_id,delivered_at_time,tracking_number,dias_de_entrega
9000002912,822,3,2,PICKUP,541.0,21:54:37,542.0,21:54:37,,1.0
9000002913,916,2881,1,Correo Argentino,,00:00:00,,00:00:00,,
9000002914,129,4,2,PICKUP,314.0,22:17:28,315.0,22:17:28,,1.0
9000002915,952,4,2,PICKUP,323.0,02:48:46,324.0,02:48:46,,1.0
9000002916,1153,4,2,PICKUP,444.0,10:20:04,445.0,10:20:04,,1.0
9000002917,1441,1015,1,Correo Argentino,794.0,16:44:44,796.0,16:44:44,TRK-27H7ZIYWGH,2.0
9000002918,399,3,2,PICKUP,269.0,13:37:58,270.0,13:37:58,,1.0
9000002919,884,2,2,PICKUP,286.0,18:33:49,287.0,18:33:49,,1.0
9000002920,503,2902,1,Correo Argentino,676.0,17:19:04,679.0,17:19:04,TRK-JZAOR7DG3J,3.0
9000002921,53,4,2,PICKUP,458.0,04:48:32,459.0,04:48:32,,1.0
9000002922,1206,1547,1,Correo Argentino,660.0,23:01:44,665.0,23:01:44,TRK-AH1S6R9EW8,5.0
9000002923,591,3,2,PICKUP,721.0,14:47:57,722.0,14:47:57,,1.0
9000002924,40,2270,1,Correo Argentino,769.0,07:44:18,771.0,07:44:18,TRK-6QQ6YTX9WO,2.0
9000002925,596,4,2,PICKUP,261.0,11:12:44,262.0,11:12:44,,1.0
9000002926,832,4008,1,Correo Argentino,271.0,21:05:39,274.0,21:05:39,TRK-2TBYY2702H,3.0
9000002927,542,3246,1,Correo Argentino,523.0,21:26:23,527.0,21:26:23,TRK-TDH6O3SQZ7,4.0
9000002928,748,1,2,PICKUP,402.0,15:48:09,403.0,15:48:09,,1.0
9000002929,760,1,2,PICKUP,312.0,11:42:28,313.0,11:42:28,,1.0
9000002930,1272,1,2,PICKUP,693.0,07:19:30,694.0,07:19:30,,1.0
9000002931,1330,2,2,PICKUP,637.0,16:33:45,638.0,16:33:45,,1.0
9000002932,984,4144,1,Correo Argentino,705.0,18:44:36,710.0,18:44:36,TRK-XTZE6VW48H,5.0
9000002933,1208,3467,1,Correo Argentino,743.0,11:57:53,747.0,11:57:53,TRK-UUIE7LHABZ,4.0
9000002934,623,1,2,PICKUP,698.0,22:24:05,699.0,22:24:05,,1.0
9000002935,1056,1774,1,Correo Argentino,580.0,22:25:30,582.0,22:25:30,TRK-JW30IIQ6J8,2.0
9000002936,953,3919,1,Correo Argentino,377.0,04:46:21,379.0,04:46:21,TRK-5LP0G8GC2E,2.0
9000002937,687,4,2,PICKUP,657.0,03:16:55,658.0,03:16:55,,1.0
9000002938,722,1,2,PICKUP,561.0,14:38:43,562.0,14:38:43,,1.0
9000002939,39,3241,1,Correo Argentino,487.0,16:54:48,491.0,16:54:48,TRK-NR5NRABI9W,4.0
9000002940,1035,2952,1,Correo Argentino,511.0,22:10:15,516.0,22:10:15,TRK-M79GWPOPSJ,5.0
9000002941,1245,2293,1,Correo Argentino,769.0,03:38:34,772.0,03:38:34,TRK-WPH9CCWBKS,3.0
9000002942,892,2541,1,Correo Argentino,296.0,17:16:33,300.0,17:16:33,TRK-33CNJZBP6X,4.0
9000002943,1246,1424,1,Correo Argentino,519.0,15:40:38,521.0,15:40:38,TRK-R5N8RBE8QG,2.0
9000002944,1271,4,2,PICKUP,268.0,20:42:19,269.0,20:42:19,,1.0
9000002945,1418,1573,1,Correo Argentino,,00:00:00,,00:00:00,,
9000002946,1256,2544,1,Correo Argentino,437.0,15:19:46,442.0,15:19:46,TRK-XKWDPJ3LPB,5.0
9000002947,1061,1,2,PICKUP,786.0,01:27:11,787.0,01:27:11,,1.0
9000002948,743,4,2,PICKUP,627.0,23:52:02,628.0,23:52:02,,1.0
9000002949,1050,2495,1,Correo Argentino,874.0,13:24:34,877.0,13:24:34,TRK-U6PP7SRB9K,3.0
9000002950,1028,1697,1,Correo Argentino,782.0,03:07:17,787.0,03:07:17,TRK-QGOURAIRD9,5.0
9000002951,920,1094,1,Correo Argentino,461.0,19:45:14,466.0,19:45:14,TRK-BMDR5GMSHO,5.0
9000002952,1208,1570,1,Correo Argentino,545.0,00:19:00,547.0,00:19:00,TRK-FCOAFEAYNU,2.0
9000002953,489,3554,1,Correo Argentino,877.0,07:57:11,880.0,07:57:11,TRK-ZLWHIGGOVI,3.0
9000002954,1272,3,2,PICKUP,485.0,17:50:05,486.0,17:50:05,,1.0
9000002955,1079,3837,1,Correo Argentino,479.0,12:15:52,481.0,12:15:52,TRK-USAP51MZJ9,2.0
9000002956,346,3,2,PICKUP,658.0,05:09:22,659.0,05:09:22,,1.0
9000002957,253,2576,1,Correo Argentino,308.0,08:15:50,313.0,08:15:50,TRK-NW5ILWHNI9,5.0
9000002958,428,1,2,PICKUP,493.0,12:41:47,494.0,12:41:47,,1.0
9000002959,312,1,2,PICKUP,770.0,13:07:11,771.0,13:07:11,,1.0
9000002960,441,3707,1,Correo Argentino,849.0,19:39:32,854.0,19:39:32,TRK-FNMFFU4RCF,5.0
9000002961,658,3,2,PICKUP,863.0,13:52:26,864.0,13:52:26,,1.0
9000002962,179,2155,1,Correo Argentino,276.0,08:22:59,283.0,08:22:59,TRK-I3MTY2RY24,7.0
9000002963,944,1737,1,Correo Argentino,280.0,14:56:28,286.0,14:56:28,TRK-9FE62HY4SM,6.0
9000002964,739,2087,1,Correo Argentino,719.0,01:09:07,723.0,01:09:07,TRK-W0N1TG3WQH,4.0
9000002965,1298,4163,1,Correo Argentino,726.0,06:07:14,731.0,06:07:14,TRK-FB15Z000E4,5.0
9000002966,18,3,2,PICKUP,249.0,22:14:19,250.0,22:14:19,,1.0
9000002967,615,1,2,PICKUP,272.0,10:44:48,273.0,10:44:48,,1.0
9000002968,421,3,2,PICKUP,819.0,09:23:27,820.0,09:23:27,,1.0
9000002969,584,1850,1,Correo Argentino,493.0,06:18:15,498.0,06:18:15,TRK-8I5OUOTN46,5.0
9000002970,173,2540,1,Correo Argentino,872.0,08:32:19,877.0,08:32:19,TRK-K2SBUB2IYX,5.0
9000002971,928,2066,1,Correo Argentino,737.0,15:24:48,739.0,15:24:48,TRK-BJHRR3XAKX,2.0
9000002972,1351,2,2,PICKUP,751.0,12:45:57,752.0,12:45:57,,1.0
9000002973,555,1255,1,Correo Argentino,770.0,20:39:55,774.0,20:39:55,TRK-E2LKYEB1UN,4.0
9000002974,61,2180,1,Correo Argentino,643.0,00:46:21,647.0,00:46:21,TRK-QNL7TUTXGH,4.0
9000002975,840,3588,1,Correo Argentino,560.0,19:10:47,562.0,19:10:47,TRK-NV6K5CX4E1,2.0
9000002976,928,3035,1,Correo Argentino,786.0,06:08:19,791.0,06:08:19,TRK-9PZ6B4CG2R,5.0
9000002977,511,3,2,PICKUP,714.0,13:29:37,715.0,13:29:37,,1.0
9000002978,1068,2595,1,Correo Argentino,281.0,16:05:55,285.0,16:05:55,TRK-0XZCOXYO40,4.0
9000002979,409,2372,1,Correo Argentino,488.0,12:33:19,493.0,12:33:19,TRK-CVB9QQ1S5C,5.0
9000002980,487,1304,1,Correo Argentino,245.0,13:17:00,250.0,13:17:00,TRK-4Y5MTM699U,5.0
9000002981,1188,1,2,PICKUP,828.0,04:41:27,829.0,04:41:27,,1.0
9000002982,157,2124,1,Correo Argentino,398.0,03:54:56,403.0,03:54:56,TRK-X2SVF3325E,5.0
9000002983,747,1,2,PICKUP,865.0,02:33:39,866.0,02:33:39,,1.0
9000002984,914,4,2,PICKUP,410.0,09:07:38,411.0,09:07:38,,1.0
9000002985,197,3366,1,Correo Argentino,,00:00:00,,00:00:00,,
9000002986,294,1026,1,Correo Argentino,423.0,07:59:52,427.0,07:59:52,TRK-QDMYYQG116,4.0
9000002987,1411,4157,1,Correo Argentino,,00:00:00,,00:00:00,,
9000002988,639,2265,1,Correo Argentino,286.0,23:35:48,290.0,23:35:48,TRK-XCJUL46OBI,4.0
9000002989,471,3,2,PICKUP,,00:00:00,,00:00:00,,
9000002990,559,2370,1,Correo Argentino,429.0,11:45:37,434.0,11:45:37,TRK-1O9DGP676U,5.0
9000002991,690,2241,1,Correo Argentino,538.0,16:14:18,542.0,16:14:18,TRK-9ATH6AN3CX,4.0
9000002992,469,2999,1,Correo Argentino,597.0,01:27:17,600.0,01:27:17,TRK-KSS2D3PFWU,3.0
9000002993,214,2369,1,Correo Argentino,521.0,10:48:22,526.0,10:48:22,TRK-S4GRLTUD6D,5.0
9000002994,200,1779,1,Correo Argentino,383.0,18:10:35,387.0,18:10:35,TRK-GOK20PT5IN,4.0
9000002995,1062,1847,1,Correo Argentino,464.0,04:21:00,467.0,04:21:00,TRK-G1BAACOU0O,3.0
9000002996,224,2,2,PICKUP,369.0,13:07:25,370.0,13:07:25,,1.0
9000002997,672,2909,1,Correo Argentino,332.0,04:10:08,335.0,04:10:08,TRK-HQEKAC7TFS,3.0
9000002998,335,3865,1,Correo Argentino,307.0,15:16:08,309.0,15:16:08,TRK-9X6E6ASA9W,2.0
9000002999,924,3,2,PICKUP,267.0,09:35:53,268.0,09:35:53,,1.0
9000003000,152,1080,1,Correo Argentino,499.0,10:40:36,504.0,10:40:36,TRK-43CMU756KU,5.0
9000003001,1281,3,2,PICKUP,287.0,18:00:12,288.0,18:00:12,,1.0
9000003002,611,3,2,PICKUP,375.0,00:11:31,376.0,00:11:31,,1.0
9000003003,1324,2036,1,Correo Argentino,362.0,00:57:44,364.0,00:57:44,TRK-5AYTFADJ46,2.0
9000003004,771,4043,1,Correo Argentino,826.0,15:49:56,830.0,15:49:56,TRK-EZFWRBMVHC,4.0
9000003005,900,3946,1,Correo Argentino,713.0,04:29:22,715.0,04:29:22,TRK-DBSOM6B6IM,2.0
9000003006,270,1117,1,Correo Argentino,787.0,18:07:32,793.0,18:07:32,TRK-11GRVSQ118,6.0
9000003007,40,2536,1,Correo Argentino,628.0,18:10:32,632.0,18:10:32,TRK-Z2XYAKPK3H,4.0
9000003008,28,1259,1,Correo Argentino,507.0,14:16:39,512.0,14:16:39,TRK-GH5HV9A8NB,5.0
9000003009,1342,2670,1,Correo Argentino,829.0,01:41:29,832.0,01:41:29,TRK-PNE3PZQBHK,3.0
9000003010,1270,2334,1,Correo Argentino,314.0,23:15:21,318.0,23:15:21,TRK-RM0QWDN8FL,4.0
9000003011,346,1856,1,Correo Argentino,644.0,07:30:02,649.0,07:30:02,TRK-Q5I2JCGO0J,5.0
9000003012,104,4,2,PICKUP,242.0,03:10:04,243.0,03:10:04,,1.0
9000003013,607,2234,1,Correo Argentino,664.0,23:02:09,666.0,23:02:09,TRK-PWLO1YUGYI,2.0
9000003014,1375,4,2,PICKUP,371.0,06:17:39,372.0,06:17:39,,1.0
9000003015,1056,2,2,PICKUP,721.0,10:12:04,722.0,10:12:04,,1.0
9000003016,194,3605,1,Correo Argentino,593.0,12:24:12,598.0,12:24:12,TRK-VF1YAUKQOW,5.0
9000003017,1197,3488,1,Correo Argentino,680.0,22:04:59,685.0,22:04:59,TRK-I4YH0K823P,5.0
9000003018,860,2114,1,Correo Argentino,283.0,02:47:26,287.0,02:47:26,TRK-UBIZIBU9RR,4.0
9000003019,267,3706,1,Correo Argentino,286.0,07:50:47,293.0,07:50:47,TRK-CWL5S34CT5,7.0
9000003020,231,2,2,PICKUP,,00:00:00,,00:00:00,,
9000003021,1025,3208,1,Correo Argentino,779.0,23:51:06,784.0,23:51:06,TRK-MSQW7U6FE7,5.0
9000003022,103,3956,1,Correo Argentino,,00:00:00,,00:00:00,,
9000003023,704,1,2,PICKUP,,00:00:00,,00:00:00,,
9000003024,785,1691,1,Correo Argentino,242.0,10:33:55,247.0,10:33:55,TRK-QFU8LSZ8PU,5.0
9000003025,1054,3616,1,Correo Argentino,713.0,09:59:56,716.0,09:59:56,TRK-20TWHC9HS8,3.0
9000003026,800,2,2,PICKUP,632.0,14:15:47,633.0,14:15:47,,1.0
9000003027,1266,1279,1,Correo Argentino,351.0,05:07:21,353.0,05:07:21,TRK-MP78KNQCLD,2.0
9000003028,1387,3962,1,Correo Argentino,352.0,02:16:42,357.0,02:16:42,TRK-US6Y0VF30E,5.0
9000003029,1223,2,2,PICKUP,721.0,00:52:21,722.0,00:52:21,,1.0
9000003030,663,2816,1,Correo Argentino,758.0,21:45:59,760.0,21:45:59,TRK-6UXYVYYB17,2.0
9000003031,161,3460,1,Correo Argentino,587.0,11:39:24,591.0,11:39:24,TRK-4DJS112O7S,4.0
9000003032,493,4,2,PICKUP,540.0,12:27:03,541.0,12:27:03,,1.0
9000003033,1099,3834,1,Correo Argentino,371.0,09:21:23,376.0,09:21:23,TRK-7TZ42MHG9Z,5.0
9000003034,1196,3162,1,Correo Argentino,455.0,16:25:17,460.0,16:25:17,TRK-2LTCM77X93,5.0
9000003035,1497,4,2,PICKUP,579.0,07:58:43,580.0,07:58:43,,1.0
9000003036,408,4186,1,Correo Argentino,781.0,22:20:34,784.0,22:20:34,TRK-TCRH178DLJ,3.0
9000003037,61,1,2,PICKUP,745.0,18:31:34,746.0,18:31:34,,1.0
9000003038,1447,1860,1,Correo Argentino,688.0,21:24:41,693.0,21:24:41,TRK-UKGDWNSK7D,5.0
9000003039,514,2,2,PICKUP,749.0,14:59:43,750.0,14:59:43,,1.0
9000003040,93,3198,1,Correo Argentino,787.0,02:18:15,790.0,02:18:15,TRK-SAGNZ2FT1M,3.0
9000003041,817,3,2,PICKUP,418.0,00:12:58,419.0,00:12:58,,1.0
9000003042,1085,4,2,PICKUP,298.0,19:23:11,299.0,19:23:11,,1.0
9000003043,176,2,2,PICKUP,781.0,00:48:12,782.0,00:48:12,,1.0
9000003044,1177,1523,1,Correo Argentino,586.0,22:14:57,591.0,22:14:57,TRK-V9BHXIXPS3,5.0
9000003045,1253,4079,1,Correo Argentino,516.0,12:07:41,520.0,12:07:41,TRK-01UE3GBX71,4.0
9000003046,209,4,2,PICKUP,241.0,04:38:02,242.0,04:38:02,,1.0
9000003047,817,3,2,PICKUP,538.0,10:59:07,539.0,10:59:07,,1.0
9000003048,881,4,2,PICKUP,550.0,00:39:06,551.0,00:39:06,,1.0
9000003049,177,1,2,PICKUP,475.0,22:09:21,476.0,22:09:21,,1.0
9000003050,226,1769,1,Correo Argentino,843.0,10:25:05,848.0,10:25:05,TRK-IH2DOCDAPE,5.0
9000003051,265,1,2,PICKUP,846.0,13:36:55,847.0,13:36:55,,1.0
9000003052,286,1734,1,Correo Argentino,794.0,17:49:13,798.0,17:49:13,TRK-U7UKTIZFVG,4.0
9000003053,652,1857,1,Correo Argentino,865.0,10:48:16,868.0,10:48:16,TRK-GLI1YNTNUT,3.0
9000003054,558,4,2,PICKUP,584.0,07:00:22,585.0,07:00:22,,1.0
9000003055,1009,3099,1,Correo Argentino,499.0,21:19:25,504.0,21:19:25,TRK-HS9CKHZSJD,5.0
9000003056,639,2152,1,Correo Argentino,705.0,07:29:44,708.0,07:29:44,TRK-FH9Z2FVEXY,3.0
9000003057,209,2988,1,Correo Argentino,654.0,22:59:27,660.0,22:59:27,TRK-AZ99C73QWD,6.0
9000003058,55,1832,1,Correo Argentino,285.0,04:52:13,288.0,04:52:13,TRK-1VHJMVTAAO,3.0
9000003059,1428,3,2,PICKUP,475.0,19:42:10,476.0,19:42:10,,1.0
9000003060,726,1,2,PICKUP,855.0,07:02:15,856.0,07:02:15,,1.0
9000003061,586,3,2,PICKUP,283.0,08:38:19,284.0,08:38:19,,1.0
9000003062,1447,2074,1,Correo Argentino,705.0,06:04:43,710.0,06:04:43,TRK-047YOEF4K2,5.0
9000003063,447,2386,1,Correo Argentino,265.0,23:33:54,269.0,23:33:54,TRK-U3OA8ZM5YK,4.0
9000003064,940,3735,1,Correo Argentino,854.0,15:14:54,859.0,15:14:54,TRK-ED4W78W9VP,5.0
9000003065,26,2,2,PICKUP,285.0,03:35:22,286.0,03:35:22,,1.0
9000003066,973,1,2,PICKUP,333.0,23:18:58,334.0,23:18:58,,1.0
9000003067,975,2113,1,Correo Argentino,694.0,08:53:43,698.0,08:53:43,TRK-FUYN8GV9BF,4.0
9000003068,203,1,2,PICKUP,346.0,13:40:37,347.0,13:40:37,,1.0
9000003069,481,2407,1,Correo Argentino,656.0,17:31:43,661.0,17:31:43,TRK-C9ZVVC1CHY,5.0
9000003070,1372,1,2,PICKUP,483.0,18:31:11,484.0,18:31:11,,1.0
9000003071,667,3966,1,Correo Argentino,473.0,10:21:58,475.0,10:21:58,TRK-JW6PYE20BR,2.0
9000003072,1312,3,2,PICKUP,283.0,14:18:58,284.0,14:18:58,,1.0
9000003073,1493,4,2,PICKUP,456.0,10:29:28,457.0,10:29:28,,1.0
9000003074,702,2,2,PICKUP,,00:00:00,,00:00:00,,
9000003075,582,3087,1,Correo Argentino,398.0,21:19:53,403.0,21:19:53,TRK-QPFIO1E1G8,5.0
9000003076,584,3134,1,Correo Argentino,427.0,22:39:58,429.0,22:39:58,TRK-CEOAZN7EVR,2.0
9000003077,904,2427,1,Correo Argentino,500.0,03:55:04,503.0,03:55:04,TRK-QGK6NR1ZGM,3.0
9000003078,342,3615,1,Correo Argentino,762.0,18:18:39,767.0,18:18:39,TRK-KN69PVDA72,5.0
9000003079,680,4,2,PICKUP,503.0,03:22:04,504.0,03:22:04,,1.0
9000003080,709,1145,1,Correo Argentino,660.0,04:28:41,663.0,04:28:41,TRK-N7MARL9B6I,3.0
9000003081,521,2776,1,Correo Argentino,727.0,03:37:47,734.0,03:37:47,TRK-7VB5UG46G5,7.0
9000003082,289,2,2,PICKUP,527.0,10:02:42,528.0,10:02:42,,1.0
9000003083,293,3567,1,Correo Argentino,543.0,00:35:34,545.0,00:35:34,TRK-9PG8BHTQ00,2.0
9000003084,288,2,2,PICKUP,619.0,11:20:34,620.0,11:20:34,,1.0
9000003085,1449,1,2,PICKUP,833.0,18:28:15,834.0,18:28:15,,1.0
9000003086,1177,2062,1,Correo Argentino,869.0,04:14:48,871.0,04:14:48,TRK-GQL4OT8B7U,2.0
9000003087,423,1718,1,Correo Argentino,675.0,02:27:20,678.0,02:27:20,TRK-QY6X5PVP4X,3.0
9000003088,1399,2,2,PICKUP,850.0,13:13:42,851.0,13:13:42,,1.0
9000003089,1151,2305,1,Correo Argentino,,00:00:00,,00:00:00,,
9000003090,1139,2777,1,Correo Argentino,316.0,00:42:37,321.0,00:42:37,TRK-RGV53AOKD3,5.0
9000003091,1261,1321,1,Correo Argentino,438.0,19:47:43,443.0,19:47:43,TRK-72HG8LRURW,5.0
9000003092,739,4153,1,Correo Argentino,457.0,00:19:24,461.0,00:19:24,TRK-C31JU8SZFW,4.0
9000003093,98,3420,1,Correo Argentino,316.0,14:18:28,321.0,14:18:28,TRK-E3HKYIRKKB,5.0
9000003094,1228,1248,1,Correo Argentino,480.0,13:16:29,483.0,13:16:29,TRK-B8O0XUL3XM,3.0
9000003095,206,1,2,PICKUP,812.0,17:28:38,813.0,17:28:38,,1.0
9000003096,1235,2638,1,Correo Argentino,716.0,11:38:39,721.0,11:38:39,TRK-LIBLP1E6K6,5.0
9000003097,1353,2,2,PICKUP,489.0,22:16:56,490.0,22:16:56,,1.0
9000003098,154,3384,1,Correo Argentino,667.0,10:47:21,669.0,10:47:21,TRK-BFASVEFQ1T,2.0
9000003099,754,2605,1,Correo Argentino,631.0,20:42:50,634.0,20:42:50,TRK-2NUY50G4LJ,3.0
9000003100,368,2692,1,Correo Argentino,688.0,19:05:20,691.0,19:05:20,TRK-PM9NYUJ1ML,3.0
9000003101,1133,2,2,PICKUP,341.0,07:01:11,342.0,07:01:11,,1.0
9000003102,1247,1716,1,Correo Argentino,402.0,03:54:53,404.0,03:54:53,TRK-J29CWOJ9B9,2.0
9000003103,1358,3,2,PICKUP,859.0,17:47:19,860.0,17:47:19,,1.0
9000003104,1321,2600,1,Correo Argentino,484.0,17:11:17,488.0,17:11:17,TRK-F4A2BJO082,4.0
9000003105,201,4,2,PICKUP,622.0,02:43:54,623.0,02:43:54,,1.0
9000003106,603,2,2,PICKUP,473.0,09:00:57,474.0,09:00:57,,1.0
9000003107,813,4,2,PICKUP,807.0,09:42:10,808.0,09:42:10,,1.0
9000003108,574,1,2,PICKUP,421.0,11:59:47,422.0,11:59:47,,1.0
9000003109,1165,1,2,PICKUP,465.0,00:35:34,466.0,00:35:34,,1.0
9000003110,413,1816,1,Correo Argentino,439.0,22:20:50,441.0,22:20:50,TRK-8VPBDY20LW,2.0
9000003111,212,1255,1,Correo Argentino,400.0,02:50:38,402.0,02:50:38,TRK-RJIJC868PZ,2.0
9000003112,822,2260,1,Correo Argentino,640.0,06:54:48,644.0,06:54:48,TRK-1NDGWBBEPS,4.0
9000003113,71,1,2,PICKUP,689.0,23:15:08,690.0,23:15:08,,1.0
9000003114,647,1790,1,Correo Argentino,347.0,15:03:35,351.0,15:03:35,TRK-5114590GMU,4.0
9000003115,233,2716,1,Correo Argentino,464.0,15:21:24,468.0,15:21:24,TRK-49DPMHG07L,4.0
9000003116,199,3769,1,Correo Argentino,374.0,06:45:59,378.0,06:45:59,TRK-BAXG7NO1QU,4.0
9000003117,353,1,2,PICKUP,258.0,00:03:04,259.0,00:03:04,,1.0
9000003118,1038,1,2,PICKUP,483.0,23:14:20,484.0,23:14:20,,1.0
9000003119,1192,2806,1,Correo Argentino,284.0,03:41:54,291.0,03:41:54,TRK-P0OCXNO5R5,7.0
9000003120,807,2135,1,Correo Argentino,,00:00:00,,00:00:00,,
9000003121,713,2,2,PICKUP,553.0,17:44:04,554.0,17:44:04,,1.0
9000003122,442,1327,1,Correo Argentino,333.0,04:00:15,338.0,04:00:15,TRK-EL02N8ZNVC,5.0
9000003123,152,3383,1,Correo Argentino,716.0,21:03:25,721.0,21:03:25,TRK-Z0B2DTU4GB,5.0
9000003124,520,3,2,PICKUP,399.0,11:44:21,400.0,11:44:21,,1.0
9000003125,858,2576,1,Correo Argentino,685.0,22:34:33,688.0,22:34:33,TRK-C7AV3P3OF3,3.0
9000003126,888,2765,1,Correo Argentino,557.0,18:07:57,562.0,18:07:57,TRK-WII7T9B0JR,5.0
9000003127,1367,4,2,PICKUP,647.0,22:19:05,648.0,22:19:05,,1.0
9000003128,1109,4,2,PICKUP,861.0,18:11:44,862.0,18:11:44,,1.0
9000003129,1068,3658,1,Correo Argentino,734.0,14:13:46,738.0,14:13:46,TRK-4F0ZCGP78P,4.0
9000003130,994,3,2,PICKUP,273.0,20:22:45,274.0,20:22:45,,1.0
9000003131,347,2999,1,Correo Argentino,579.0,13:14:04,584.0,13:14:04,TRK-UWWD1C9YBX,5.0
9000003132,1388,2,2,PICKUP,480.0,20:34:17,481.0,20:34:17,,1.0
9000003133,66,3844,1,Correo Argentino,,00:00:00,,00:00:00,,
9000003134,1124,1634,1,Correo Argentino,403.0,12:39:20,406.0,12:39:20,TRK-TM3ETPDY2P,3.0
9000003135,950,2,2,PICKUP,275.0,19:29:29,276.0,19:29:29,,1.0
9000003136,588,3117,1,Correo Argentino,478.0,02:36:47,483.0,02:36:47,TRK-5FVXSNVMB9,5.0
9000003137,949,3332,1,Correo Argentino,782.0,11:58:50,785.0,11:58:50,TRK-0JRK5D9F5Z,3.0
9000003138,722,1679,1,Correo Argentino,758.0,08:20:31,760.0,08:20:31,TRK-NV8PHD8XC2,2.0
9000003139,271,3,2,PICKUP,446.0,15:27:14,447.0,15:27:14,,1.0
9000003140,738,1565,1,Correo Argentino,594.0,21:48:30,596.0,21:48:30,TRK-OWEC9PN1QR,2.0
9000003141,1167,2,2,PICKUP,,00:00:00,,00:00:00,,
9000003142,974,3134,1,Correo Argentino,500.0,09:31:44,505.0,09:31:44,TRK-HIF5VNVGO2,5.0
9000003143,1473,3,2,PICKUP,863.0,11:46:33,864.0,11:46:33,,1.0
9000003144,77,1122,1,Correo Argentino,498.0,23:05:22,503.0,23:05:22,TRK-OMSUL1XJZJ,5.0
9000003145,469,1342,1,Correo Argentino,285.0,07:24:18,289.0,07:24:18,TRK-7V0H19GK9Z,4.0
9000003146,508,2286,1,Correo Argentino,760.0,08:58:20,764.0,08:58:20,TRK-A8B7C6A220,4.0
9000003147,1293,2,2,PICKUP,363.0,23:21:49,364.0,23:21:49,,1.0
9000003148,717,2621,1,Correo Argentino,,00:00:00,,00:00:00,,
9000003149,1233,4190,1,Correo Argentino,510.0,03:30:09,514.0,03:30:09,TRK-SVPQ67XWLR,4.0
9000003150,954,1,2,PICKUP,818.0,21:52:46,819.0,21:52:46,,1.0
9000003151,174,1,2,PICKUP,805.0,23:54:55,806.0,23:54:55,,1.0
9000003152,732,2992,1,Correo Argentino,,00:00:00,,00:00:00,,
9000003153,1281,3117,1,Correo Argentino,720.0,22:09:50,724.0,22:09:50,TRK-TCE6NSCQPM,4.0
9000003154,1430,4,2,PICKUP,460.0,02:19:18,461.0,02:19:18,,1.0
9000003155,238,1,2,PICKUP,760.0,14:57:17,761.0,14:57:17,,1.0
9000003156,221,2877,1,Correo Argentino,690.0,04:22:53,694.0,04:22:53,TRK-JKD33H7J2K,4.0
9000003157,685,3,2,PICKUP,499.0,13:35:30,500.0,13:35:30,,1.0
9000003158,592,1450,1,Correo Argentino,294.0,03:04:38,297.0,03:04:38,TRK-3BHF5L25R1,3.0
9000003159,142,2713,1,Correo Argentino,,00:00:00,,00:00:00,,
9000003160,970,4054,1,Correo Argentino,440.0,09:43:47,443.0,09:43:47,TRK-JB5U7F6FDZ,3.0
9000003161,995,3,2,PICKUP,773.0,19:01:33,774.0,19:01:33,,1.0
9000003162,444,4,2,PICKUP,406.0,17:27:24,407.0,17:27:24,,1.0
9000003163,297,3449,1,Correo Argentino,392.0,05:40:11,395.0,05:40:11,TRK-LV6AIQK8QD,3.0
9000003164,947,2232,1,Correo Argentino,670.0,22:34:53,675.0,22:34:53,TRK-TZ8O0WLJVN,5.0
9000003165,57,3533,1,Correo Argentino,403.0,03:31:45,405.0,03:31:45,TRK-UN87W9JZYE,2.0
9000003166,38,2423,1,Correo Argentino,800.0,01:58:37,805.0,01:58:37,TRK-CPOHZ1M996,5.0
9000003167,376,3,2,PICKUP,709.0,05:02:08,710.0,05:02:08,,1.0
9000003168,503,2265,1,Correo Argentino,411.0,04:56:41,414.0,04:56:41,TRK-GIDZTB26YT,3.0
9000003169,1095,1931,1,Correo Argentino,747.0,20:14:33,751.0,20:14:33,TRK-5I9JTBW02T,4.0
9000003170,1338,1651,1,Correo Argentino,377.0,23:11:50,380.0,23:11:50,TRK-CUS4RB27OT,3.0
9000003171,909,3851,1,Correo Argentino,,00:00:00,,00:00:00,,
9000003172,932,1,2,PICKUP,486.0,22:36:38,487.0,22:36:38,,1.0
9000003173,912,3455,1,Correo Argentino,416.0,20:54:12,421.0,20:54:12,TRK-BPSW2C3F52,5.0
9000003174,1161,3054,1,Correo Argentino,594.0,14:11:42,598.0,14:11:42,TRK-5D4TQG1Z22,4.0
9000003175,189,3060,1,Correo Argentino,499.0,09:19:03,502.0,09:19:03,TRK-V6B2A2Y0PU,3.0
9000003176,488,1,2,PICKUP,822.0,13:50:28,823.0,13:50:28,,1.0
9000003177,946,3,2,PICKUP,840.0,06:23:02,841.0,06:23:02,,1.0
9000003178,475,4,2,PICKUP,521.0,23:52:10,522.0,23:52:10,,1.0
9000003179,692,2989,1,Correo Argentino,651.0,21:43:36,653.0,21:43:36,TRK-8CIFJOT9JE,2.0
9000003180,506,1,2,PICKUP,456.0,08:57:21,457.0,08:57:21,,1.0
9000003181,733,3,2,PICKUP,793.0,21:31:00,794.0,21:31:00,,1.0
9000003182,151,4077,1,Correo Argentino,780.0,13:11:08,785.0,13:11:08,TRK-KOBC7TNPAR,5.0
9000003183,1276,3196,1,Correo Argentino,555.0,18:23:59,559.0,18:23:59,TRK-TTI1P11FY6,4.0
