id,customer_id,billing_address_id,channel_id,store_id,method,status_payment,amount,paid_at_date_id,paid_at_time,transaction_ref
7000001836,1307,2497,2,1,CARD,PAID,42761.4,288.0,18:58:10,TX-GDNT5VDWIB79
7000001837,731,3554,1,-1,CARD,PAID,13968.0,775.0,21:58:35,TX-ZR9M682LW1XY
7000001838,221,4095,1,-1,GATEWAY,REFUNDED,35385.0,453.0,22:24:03,TX-Z9T33SBFOIXH
7000001839,1115,3983,2,1,CARD,PAID,36300.0,261.0,15:49:33,TX-FIA793VOPWC3
7000001840,388,2981,1,-1,CARD,PAID,16852.56,644.0,22:59:42,TX-VVAYFCTCV812
7000001841,789,2947,1,-1,GATEWAY,PAID,58980.0,276.0,01:26:09,TX-3CT96E9SS7DC
7000001842,1390,3981,1,-1,CARD,FAILED,44760.0,,00:00:00,
7000001843,93,4176,2,1,CASH,PAID,116160.0,318.0,01:00:03,TX-L0JX3PHJCPI5
7000001844,452,3992,1,-1,CARD,PAID,52627.5,404.0,13:46:06,TX-SH4JC5N1D5P6
7000001845,103,1870,1,-1,CARD,PAID,51003.6,621.0,02:57:14,TX-MX8N2IAD32Y0
7000001846,204,3331,1,-1,CARD,PAID,30167.4,686.0,08:35:20,TX-JIWKCJWQ3PXR
7000001847,1126,2356,1,-1,CARD,PAID,57172.5,769.0,06:22:39,TX-Z9HHM5WKAUXG
7000001848,1496,4033,2,4,TRANSFER,PAID,34485.0,642.0,02:52:05,TX-2758WOSX7FQG
7000001849,1192,2541,1,-1,GATEWAY,PAID,49905.0,596.0,09:39:06,TX-KTNU3SWNHGNH
7000001850,797,3334,1,-1,CARD,FAILED,30240.0,,00:00:00,
7000001851,391,4099,2,4,TRANSFER,REFUNDED,45375.0,395.0,04:22:41,TX-INTHWI2LLQJK
7000001852,1336,4072,2,2,CASH,REFUNDED,42035.4,515.0,18:14:39,TX-WNUOTSQEIMBY
7000001853,434,2133,2,3,CASH,PAID,59895.0,449.0,02:32:12,TX-VP6GDGY87QTH
7000001854,724,-1,1,-1,CARD,PAID,15129.6,676.0,16:00:56,TX-SY0OCULIEACP
7000001855,1157,1476,1,-1,CARD,PAID,69877.5,762.0,11:41:15,TX-75XMD2WFHKIU
7000001856,450,1297,2,2,CASH,PAID,34485.0,451.0,11:50:48,TX-PM5231D2A8JW
7000001857,655,-1,1,-1,CARD,PAID,37800.0,768.0,12:11:10,TX-93HLCXJPO95A
7000001858,688,2271,1,-1,CARD,PAID,40404.0,524.0,14:59:31,TX-N4US8GUE4TQN
7000001859,274,2954,2,2,CARD,REFUNDED,37352.7,507.0,19:49:20,TX-N30EDJQ38LV0
7000001860,815,2722,1,-1,CARD,PAID,68055.0,605.0,01:46:29,TX-JEIX1W2G8RAX
7000001861,1202,2537,2,1,CASH,PAID,34485.0,513.0,07:23:46,TX-25A76SHI5SH7
7000001862,208,3738,1,-1,GATEWAY,PAID,44460.0,367.0,12:16:29,TX-2C9J2SMNP574
7000001863,1119,2264,1,-1,GATEWAY,PAID,47454.75,681.0,21:35:03,TX-Q7QNAPARBU7H
7000001864,871,1426,2,4,TRANSFER,PAID,27588.0,584.0,01:30:18,TX-MYSJJEFSRDKD
7000001865,1089,3980,1,-1,GATEWAY,PAID,43371.0,643.0,06:22:39,TX-KBNA6WSDPNL1
7000001866,1313,1884,1,-1,CARD,PAID,42364.2,486.0,00:09:52,TX-AAO8X881PD5T
7000001867,1169,3412,2,1,CARD,PAID,42688.8,472.0,08:54:41,TX-XU48BOKNJWBA
7000001868,497,1326,2,1,CARD,REFUNDED,60984.0,623.0,15:17:32,TX-S3AAAEBVG0BY
7000001869,274,3807,1,-1,CARD,PAID,19004.62,431.0,19:21:20,TX-4P8ZC5VX7OG0
7000001870,1391,3117,1,-1,CARD,FAILED,52927.5,,00:00:00,
7000001871,682,3389,1,-1,CARD,PAID,37500.0,682.0,10:09:45,TX-VZ8AE2JOKF38
7000001872,1063,1040,2,2,CASH,PAID,35574.0,786.0,01:41:41,TX-NHEM42158JYS
7000001873,535,3710,1,-1,GATEWAY,PAID,20765.7,462.0,09:17:35,TX-YOLD3ZRY7SHP
7000001874,1140,2144,2,3,TRANSFER,PAID,76121.1,705.0,14:10:29,TX-80VWUIH1ZRAV
7000001875,712,2847,1,-1,GATEWAY,PAID,14306.64,362.0,23:26:45,TX-BXPOPPO7Q1AZ
7000001876,771,3956,2,3,CASH,PAID,42688.8,340.0,03:32:58,TX-CO77A086ALYJ
7000001877,1234,4141,2,3,CASH,FAILED,81820.2,,00:00:00,
7000001878,193,2161,1,-1,CARD,PAID,18142.5,798.0,18:35:19,TX-1SO4CXLC3JGV
7000001879,1481,4050,2,3,CASH,PAID,32670.0,382.0,05:47:10,TX-URLYDARSS11J
7000001880,1420,3034,1,-1,CARD,PAID,17208.3,498.0,07:01:04,TX-ELMGBWKEYARZ
7000001881,866,3059,1,-1,CARD,PAID,55176.0,548.0,12:06:55,TX-4TFUWP1862MR
7000001882,1360,2642,1,-1,GATEWAY,PAID,31247.85,458.0,10:21:08,TX-8UXIMIX0HIG1
7000001883,26,3080,2,2,CASH,PAID,37243.8,335.0,11:39:37,TX-X755MCT30JHN
7000001884,890,1256,2,1,CASH,PAID,28459.2,555.0,15:43:03,TX-RR0AMQGMNYG7
7000001885,1466,2506,2,2,CASH,PAID,38419.92,674.0,21:32:25,TX-2YFUGOM0M1TE
7000001886,1114,1445,1,-1,GATEWAY,PAID,30303.0,264.0,15:41:16,TX-JLARN901X3YX
7000001887,952,-1,2,2,CARD,PAID,30346.8,308.0,00:59:52,TX-PKPGIMULQD7G
7000001888,235,3519,1,-1,CARD,PAID,18742.5,549.0,01:53:51,TX-AD1EXTI3TWAO
7000001889,264,2653,1,-1,GATEWAY,FAILED,14229.6,,00:00:00,
7000001890,649,-1,1,-1,CARD,FAILED,31392.0,,00:00:00,
7000001891,1220,2721,1,-1,CARD,PAID,58100.25,601.0,23:40:22,TX-28Q9NNDIOMYI
7000001892,868,2857,1,-1,CARD,PAID,12661.2,502.0,11:08:17,TX-5QS6Y9H2XOZD
7000001893,298,-1,1,-1,GATEWAY,PAID,15720.0,739.0,07:10:47,TX-DDPACD8LB612
7000001894,447,3744,1,-1,CARD,PAID,28788.0,640.0,17:50:42,TX-66D931MB74L3
7000001895,464,3474,2,3,CASH,PAID,43560.0,596.0,17:40:10,TX-XL6P43S87SOL
7000001896,49,-1,1,-1,CARD,PAID,39619.92,343.0,04:33:27,TX-DKPSKO8TIT7X
7000001897,454,2462,1,-1,GATEWAY,PAID,16020.0,450.0,22:27:51,TX-QWHA1NQSY9GK
7000001898,1185,3136,2,4,CARD,PAID,39204.0,804.0,09:13:06,TX-BURV8TJ0NKZ0
7000001899,226,2087,1,-1,CARD,PAID,57800.25,644.0,13:58:09,TX-QP2X5R3TQ8MD
7000001900,147,3372,2,2,CASH,PAID,35574.0,356.0,02:58:57,TX-T7V9P79ZWNMW
7000001901,899,2457,1,-1,CARD,PAID,36209.25,500.0,17:26:40,TX-IKSGBP21S50G
7000001902,1306,1396,2,3,CASH,PAID,23522.4,770.0,15:52:08,TX-PQCT2FZTHLQ1
7000001903,768,2814,2,1,CARD,PENDING,42688.8,,00:00:00,
7000001904,59,2021,2,3,CASH,PAID,32670.0,826.0,09:12:40,TX-ZSMAYNQPOU01
7000001905,772,3312,2,4,CARD,PAID,38419.92,451.0,13:04:12,TX-C1FF6CATJQB4
7000001906,656,2801,1,-1,CARD,PAID,33570.0,865.0,05:51:26,TX-MO2695CFH5IQ
7000001907,903,1764,2,4,CASH,PAID,51727.5,257.0,14:18:01,TX-T96696JA5TXW
7000001908,30,3616,2,1,CASH,PAID,27442.8,768.0,14:11:39,TX-CHPDDEBW0IGQ
7000001909,301,3370,2,1,TRANSFER,PAID,27951.0,858.0,20:02:13,TX-AT8NDPVPHHO6
7000001910,779,3480,2,4,CASH,REFUNDED,85755.12,774.0,16:53:16,TX-1JSL14O1DIRL
7000001911,883,1785,1,-1,GATEWAY,PAID,35985.0,655.0,05:19:09,TX-GGUP3134QV96
7000001912,737,-1,1,-1,CARD,PAID,14568.0,262.0,09:26:14,TX-EGYSIKZAYAG2
7000001913,1160,3367,1,-1,GATEWAY,PAID,28788.0,872.0,13:24:06,TX-9G2C2350534N
7000001914,140,1756,1,-1,CARD,REFUNDED,42582.0,577.0,00:31:37,TX-0C3VJ0POJKKC
7000001915,218,2266,1,-1,GATEWAY,PAID,49905.0,735.0,18:50:33,TX-7CCOJAGQYJ9C
7000001916,562,-1,2,3,CASH,REFUNDED,54450.0,427.0,23:59:53,TX-BUVMZ35EQO97
7000001917,294,3918,1,-1,GATEWAY,REFUNDED,12661.2,758.0,19:47:55,TX-FORCBFZWWCP8
7000001918,1053,1276,2,1,CASH,FAILED,18966.75,,00:00:00,
7000001919,733,1357,2,1,TRANSFER,PAID,152460.0,381.0,11:52:11,TX-GULNULVTU96P
7000001920,548,2596,2,1,CARD,FAILED,18150.0,,00:00:00,
7000001921,370,4066,2,1,CARD,PAID,18104.62,557.0,21:08:52,TX-20R5PCZEKF82
7000001922,1293,1613,2,2,CASH,PAID,28459.2,332.0,19:52:18,TX-QCKIZCZ9SZRV
7000001923,1458,2824,1,-1,CARD,PAID,61821.0,614.0,06:30:57,TX-4WPJMDECDDKS
7000001924,233,3968,2,2,CASH,PAID,47313.42,626.0,07:04:00,TX-9K0BYZOX30PA
7000001925,820,1417,1,-1,CARD,PAID,14229.6,574.0,15:41:38,TX-VPXE3F0SZRDY
7000001926,1300,2149,1,-1,CARD,PAID,18442.5,283.0,10:20:03,TX-7UOVM7VSP0OR
7000001927,1468,1983,2,1,CASH,PAID,60258.0,679.0,16:39:02,TX-I8UVXG0RUHMB
7000001928,503,1798,1,-1,CARD,PAID,29659.2,677.0,14:04:15,TX-TPQZZ0IB8FY7
7000001929,734,1554,1,-1,GATEWAY,PAID,14006.64,757.0,03:46:36,TX-PVYA3ZQYPY3J
7000001930,1479,1836,1,-1,CARD,PAID,60831.3,380.0,08:08:19,TX-VIV2EOE57VMZ
7000001931,494,-1,2,4,CARD,PAID,28459.2,521.0,11:17:56,TX-PO3JI69Q2SMJ
7000001932,296,2958,2,2,CASH,PAID,13794.0,537.0,22:04:23,TX-PB15MCHUZX1L
7000001933,957,1931,2,4,CARD,PAID,32670.0,751.0,01:29:44,TX-ESEKXY9DWZY0
7000001934,851,4014,2,3,CASH,PAID,23522.4,828.0,22:15:00,TX-85HK6OJ244E6
7000001935,1068,1308,1,-1,CARD,PAID,32916.6,827.0,03:17:49,TX-HPY92IDF5C5A
7000001936,387,1733,2,3,CARD,PAID,77863.5,513.0,21:03:28,TX-BFOSORNJOA8U
7000001937,634,4196,1,-1,CARD,PAID,62358.24,605.0,20:59:00,TX-B8IIGX5JT6GT
7000001938,533,1340,1,-1,GATEWAY,PAID,38143.8,498.0,12:43:01,TX-DBXUFXNNMF9G
7000001939,851,3027,2,2,CARD,PAID,61710.0,548.0,04:15:26,TX-G3HH0XIPRZQD
7000001940,1393,2005,1,-1,GATEWAY,PAID,17535.0,638.0,14:38:17,TX-GHZC1HTGNLE7
7000001941,27,2731,2,1,CASH,PAID,75340.65,715.0,21:56:03,TX-FISHURPWDD5D
7000001942,782,2574,2,2,CASH,PAID,18104.62,419.0,08:44:38,TX-MQPJUZDIKG7R
7000001943,195,1463,1,-1,CARD,PAID,45931.2,628.0,18:45:10,TX-PDJJISLJA1UW
7000001944,278,2203,2,1,CARD,PAID,41382.0,311.0,05:57:41,TX-T3REI5I8JIUM
7000001945,904,3318,2,2,CASH,PAID,15972.0,698.0,19:57:04,TX-SS8ODZHROHYY
7000001946,555,1429,1,-1,CARD,PAID,44760.0,702.0,09:37:46,TX-HH3G0P6BI0MJ
7000001947,131,1944,1,-1,CARD,FAILED,97249.8,,00:00:00,
7000001948,1309,1065,1,-1,GATEWAY,FAILED,16073.4,,00:00:00,
7000001949,1496,2322,1,-1,GATEWAY,PAID,18987.0,831.0,04:56:44,TX-WT46E91JQ2VH
7000001950,1260,2115,1,-1,GATEWAY,PAID,27036.0,534.0,13:57:58,TX-A953UDSX31FB
7000001951,9,2039,1,-1,GATEWAY,PAID,36474.0,293.0,21:29:38,TX-3D5VOVK12G4H
7000001952,129,3803,1,-1,GATEWAY,PAID,14483.7,488.0,03:14:51,TX-IJIKOXSKO7LO
7000001953,349,3147,1,-1,CARD,PAID,40704.0,435.0,02:11:32,TX-RH2XP3GUFCCH
7000001954,1399,1095,2,2,CASH,PAID,28459.2,719.0,10:16:20,TX-A2MQRBNY0QEH
7000001955,197,-1,2,4,CASH,PAID,19057.5,681.0,00:21:05,TX-KEJHYV5POUIZ
7000001956,729,1655,2,1,CARD,FAILED,14941.08,,00:00:00,
7000001957,414,3710,1,-1,CARD,PAID,40104.0,455.0,15:28:06,TX-L270HOK02QFY
7000001958,1394,3183,1,-1,CARD,FAILED,38833.5,,00:00:00,
7000001959,1380,3896,1,-1,CARD,PAID,39619.92,711.0,08:08:34,TX-VOG7FQE8M520
7000001960,1087,-1,2,4,CASH,PAID,70102.56,668.0,02:56:04,TX-PS8B53CZJY2J
7000001961,1218,1745,1,-1,CARD,PAID,92593.8,702.0,13:09:01,TX-E835ORDA6SSJ
7000001962,650,3047,2,4,CARD,PAID,45738.0,300.0,13:17:06,TX-W6GL56IXRXE3
7000001963,114,2487,1,-1,CARD,PAID,30249.6,715.0,05:49:26,TX-ST343BZBWF5N
7000001964,1004,1292,1,-1,GATEWAY,PAID,45004.5,485.0,08:43:07,TX-A165E6G1SHI7
7000001965,567,2577,1,-1,CARD,PAID,77348.85,544.0,00:02:50,TX-JNDRH8B1NNGH
7000001966,967,3684,1,-1,GATEWAY,PAID,49905.0,488.0,16:37:33,TX-2VQLKJNQ2RIC
7000001967,944,1436,1,-1,CARD,PAID,31082.16,734.0,22:29:29,TX-PB05EJAJ88AS
7000001968,1150,4036,1,-1,GATEWAY,PAID,40404.0,509.0,09:44:16,TX-CZPLEHKAA8RC
7000001969,1301,1844,1,-1,CARD,PAID,78408.0,541.0,13:55:54,TX-5OII4XDLPG2T
7000001970,415,2683,2,3,CARD,FAILED,49005.0,,00:00:00,
7000001971,197,1670,2,2,CARD,FAILED,16335.0,,00:00:00,
7000001972,1280,1896,2,3,CARD,PAID,81529.8,774.0,23:07:47,TX-WM6DZTN6Q741
7000001973,707,1522,1,-1,CARD,PAID,76956.0,383.0,23:42:28,TX-60TNIASSN8VI
7000001974,750,2057,1,-1,CARD,PAID,40404.0,506.0,20:53:54,TX-6383F7N8S0WI
7000001975,420,1325,1,-1,CARD,PAID,16073.4,389.0,00:57:57,TX-2XJC3PEK2113
7000001976,264,3311,1,-1,GATEWAY,PAID,14229.6,339.0,17:50:43,TX-H6PRAXKSBRS2
7000001977,451,1791,2,3,CARD,PAID,57172.5,429.0,15:13:27,TX-2IQPZ502XUUA
7000001978,554,2468,2,2,CASH,PAID,50275.5,324.0,18:29:20,TX-790IGX7LHB3E
7000001979,863,1898,2,2,CASH,PAID,75141.0,406.0,00:44:01,TX-4JDF00BJU3DF
7000001980,1469,2240,1,-1,GATEWAY,PAID,15429.6,424.0,13:57:31,TX-8XVU19MK4VFF
7000001981,530,1226,2,4,CARD,PAID,43560.0,815.0,23:03:23,TX-W8MW5G4620BQ
7000001982,1191,1354,2,2,TRANSFER,PAID,53361.0,827.0,08:08:01,TX-0PBW2HYS2A2G
7000001983,258,3048,2,3,CASH,PAID,42471.0,334.0,01:25:23,TX-NK4MI0UI02KL
7000001984,82,2,1,-1,GATEWAY,PAID,32916.6,669.0,11:58:21,TX-XETAYL91NZZU
7000001985,18,1437,1,-1,GATEWAY,PAID,13968.0,591.0,14:27:34,TX-47ZYNMXC1IPN
7000001986,282,1650,2,2,CASH,PAID,34485.0,315.0,15:32:08,TX-XJYS66R6LPNE
7000001987,1322,4089,1,-1,GATEWAY,PAID,48157.68,369.0,14:09:38,TX-IDC4FJTIGOWD
7000001988,1459,1713,2,4,CARD,PAID,14941.08,560.0,11:19:27,TX-GM8J8YX7NQAC
7000001989,186,1701,2,2,TRANSFER,PAID,32670.0,819.0,06:51:10,TX-H6NHIP1UQKTZ
7000001990,405,4063,1,-1,CARD,PAID,18051.75,609.0,05:11:31,TX-1GMF9L373H3C
7000001991,1056,3728,1,-1,GATEWAY,PAID,15129.6,377.0,15:05:42,TX-P17X8KZCZ22F
7000001992,1134,1641,1,-1,GATEWAY,PAID,16852.56,784.0,14:26:43,TX-Y2MR53WFOBPD
7000001993,407,3921,1,-1,CARD,PAID,29359.2,603.0,04:07:38,TX-F8M8XYEF9SH1
7000001994,280,3326,1,-1,CARD,PAID,13314.6,329.0,21:54:40,TX-61VOB9AU0O2U
7000001995,1401,3043,2,4,CARD,REFUNDED,48024.9,879.0,20:35:41,TX-9FCOG7GVMX9C
7000001996,586,1226,1,-1,GATEWAY,PAID,38443.8,575.0,19:29:10,TX-DQXKKEID4QUE
7000001997,359,-1,1,-1,CARD,PAID,29940.0,559.0,18:09:28,TX-BMC7NSZ2FMDF
7000001998,498,2430,1,-1,CARD,REFUNDED,33216.6,555.0,00:12:39,TX-6E93JXQKQLGO
7000001999,952,2297,2,4,CARD,PAID,97411.05,858.0,11:04:39,TX-4RWHCRG7ZSIA
7000002000,763,1813,1,-1,CARD,PAID,29359.2,730.0,08:09:49,TX-QR2GXLIL69SR
7000002001,1454,1603,2,2,CASH,PAID,35574.0,463.0,10:48:06,TX-D0W646AW8FW8
7000002002,388,1001,1,-1,CARD,PAID,42582.0,719.0,20:07:57,TX-APW80I4OUI7J
7000002003,1047,1081,1,-1,CARD,PAID,19350.0,794.0,09:33:17,TX-VE2BDRCC0XTR
7000002004,574,2088,2,4,CARD,PAID,28459.2,397.0,13:03:48,TX-KKBNUBSWLCEF
7000002005,1108,1446,2,2,TRANSFER,PAID,90005.85,811.0,01:40:36,TX-KN0D600681IB
7000002006,791,4116,2,2,CASH,PAID,26136.0,547.0,11:00:12,TX-KCVYJIQFAD0U
7000002007,353,1294,1,-1,GATEWAY,PAID,43888.8,507.0,19:08:32,TX-ZY29V4U4CA8O
7000002008,1162,2918,1,-1,CARD,PAID,25022.4,782.0,16:39:12,TX-IK2C1S90NX72
7000002009,1062,1798,1,-1,CARD,PAID,46720.2,476.0,18:23:10,TX-EW6XCZ40EQUU
7000002010,895,3621,2,2,CARD,PAID,24829.2,634.0,08:58:37,TX-7O0XW7D6K0J9
7000002011,731,1489,1,-1,CARD,PAID,34477.5,841.0,06:40:41,TX-HAY14ZQ2LLGL
7000002012,16,1178,1,-1,CARD,PAID,53716.5,558.0,04:20:01,TX-IICXEDFK03GO
7000002013,1390,3201,2,2,CARD,PAID,14520.0,579.0,04:41:12,TX-YTSZWREBLLJH
7000002014,1166,1445,1,-1,CARD,PAID,27636.0,730.0,15:24:34,TX-I3M9TR52H4BT
7000002015,884,1875,2,4,CARD,PAID,82110.6,495.0,16:51:51,TX-ZKZPITLFA3LV
7000002016,322,-1,1,-1,GATEWAY,PAID,52627.5,457.0,23:22:43,TX-ADG2AKKTGM4S
7000002017,177,2854,1,-1,CARD,PAID,15720.0,257.0,09:39:03,TX-CGW5QZDO025D
7000002018,283,2142,2,1,CARD,PAID,37243.8,518.0,19:33:22,TX-T2COHKFTVZCF
7000002019,346,4194,1,-1,CARD,PAID,19350.0,617.0,16:21:51,TX-E0J2OI3DC8L7
7000002020,1170,1919,1,-1,GATEWAY,PAID,33870.0,411.0,10:20:36,TX-A25BHC7Y617B
7000002021,471,3316,1,-1,CARD,PAID,41130.0,382.0,13:03:31,TX-1IJ3Q7I2ZF1H
7000002022,1493,2576,1,-1,GATEWAY,PAID,15129.6,472.0,19:09:29,TX-EIOIUJVBET0J
7000002023,825,1504,2,3,CARD,PAID,13068.0,522.0,20:58:58,TX-TPYRDIP3IAJ4
7000002024,324,1428,1,-1,GATEWAY,PAID,38833.5,364.0,04:43:45,TX-S9C1XN4CIM8P
7000002025,1393,4010,1,-1,CARD,PAID,29949.6,487.0,17:01:34,TX-ANWPYT3ZOJJY
7000002026,645,3912,2,1,CASH,PAID,19057.5,842.0,19:40:17,TX-QXV05ZVY7EDE
7000002027,107,3659,1,-1,GATEWAY,PAID,66948.9,710.0,10:57:08,TX-W0USP5FL5GYB
7000002028,1335,1971,1,-1,GATEWAY,PAID,43588.8,675.0,15:10:06,TX-XV1G7MJ8JD2T
7000002029,549,3677,1,-1,CARD,PAID,29088.0,746.0,12:21:29,TX-W9VAIK00V5KU
7000002030,1235,-1,1,-1,CARD,REFUNDED,54558.9,692.0,03:47:15,TX-FBHLXJNTRS2X
7000002031,1281,3149,1,-1,CARD,PAID,55650.0,328.0,17:45:40,TX-QOWAPFM0LJH3
7000002032,307,3560,1,-1,CARD,PAID,37709.25,357.0,13:42:42,TX-5T11K7OIKWX1
7000002033,619,1375,1,-1,CARD,PAID,28788.0,339.0,08:28:53,TX-LE6MRC8T4C2N
7000002034,828,1019,1,-1,CARD,PAID,27636.0,511.0,19:53:08,TX-OVOT6IZSAPWI
7000002035,477,1699,2,1,CASH,PAID,15652.56,419.0,22:15:04,TX-5OXT7SRNGDPX
7000002036,516,1188,1,-1,CARD,PAID,95045.1,583.0,04:28:50,TX-VI3EYGZ8S0LJ
7000002037,1324,3836,1,-1,GATEWAY,PENDING,14694.0,,00:00:00,
7000002038,321,2508,1,-1,CARD,REFUNDED,58100.25,260.0,11:44:33,TX-LPY2X0J9Q57Z
7000002039,902,2848,2,4,TRANSFER,PAID,36300.0,696.0,12:44:09,TX-B9KS1G4KT089
7000002040,82,3952,1,-1,CARD,PAID,34170.0,722.0,00:57:13,TX-PLO8OIB8A7JQ
7000002041,809,4195,1,-1,GATEWAY,PAID,28788.0,785.0,01:37:07,TX-MPOGKTWR7AG1
7000002042,246,2985,1,-1,GATEWAY,PAID,55650.0,349.0,08:00:36,TX-MEZ7ISRGR995
7000002043,1235,1074,1,-1,CARD,PAID,19057.5,304.0,11:35:22,TX-SAZD896I5NXF
7000002044,196,3234,1,-1,CARD,PAID,13794.0,432.0,19:40:14,TX-98WS5137AIQZ
7000002045,1163,2242,1,-1,GATEWAY,PAID,40104.0,394.0,03:48:08,TX-2PZ0A14QKDFG
7000002046,709,1068,2,1,CASH,PAID,36300.0,747.0,01:31:18,TX-V6M8U60KSCAO
7000002047,382,-1,1,-1,GATEWAY,PAID,83281.28,546.0,21:27:35,TX-DBNFGS5FZ161
7000002048,202,-1,1,-1,GATEWAY,PAID,90120.48,430.0,18:45:12,TX-ETUP4C3GPT6M
7000002049,304,4022,1,-1,CARD,PAID,40331.4,266.0,11:23:58,TX-BVNABHCMEUHM
7000002050,560,3991,1,-1,GATEWAY,PAID,16746.0,252.0,13:38:03,TX-HNNM7GFDQOAF
7000002051,571,2456,2,1,CARD,PAID,14374.8,592.0,01:55:39,TX-K333EJN3G2X8
7000002052,131,1470,2,1,CARD,PAID,41382.0,606.0,13:36:27,TX-T7U2MWNL00FJ
7000002053,1484,-1,2,4,CASH,PAID,26136.0,288.0,14:27:13,TX-VVXNI7GN0AJQ
7000002054,241,2184,1,-1,CARD,PAID,27036.0,587.0,01:09:23,TX-VU2YSLNQBQD3
7000002055,1098,1667,2,2,CARD,PAID,76556.7,482.0,18:03:27,TX-CUZ1RDN2YIR2
7000002056,835,2040,2,1,CASH,PAID,35937.0,332.0,02:06:32,TX-9ONHG2S6UOQN
7000002057,1246,1909,2,4,CARD,PAID,26136.0,385.0,18:14:32,TX-TYPD672SF2Y9
7000002058,1499,2141,1,-1,GATEWAY,FAILED,29882.16,,00:00:00,
7000002059,919,3169,1,-1,CARD,PAID,15129.6,800.0,06:05:44,TX-4BZENKRTAEA3
7000002060,1120,1864,2,2,CASH,PAID,59840.55,452.0,00:55:52,TX-CEQR8F1MHHQV
7000002061,1364,1572,1,-1,CARD,PAID,43888.8,304.0,14:57:36,TX-IS7LST2JQWSO
7000002062,85,2236,1,-1,CARD,PAID,35685.0,694.0,16:58:27,TX-DO7HOKMV0QRS
7000002063,971,3942,2,1,CARD,PAID,67699.5,385.0,23:15:43,TX-UU12I73T8DVR
7000002064,431,1055,2,4,CASH,FAILED,66211.2,,00:00:00,
7000002065,927,3133,2,4,CARD,PAID,16335.0,289.0,03:44:47,TX-2M5X8NQO72DM
7000002066,27,1188,1,-1,CARD,FAILED,55105.5,,00:00:00,
7000002067,120,3456,1,-1,CARD,PAID,29659.2,866.0,20:19:10,TX-BLI8KY3QUZNU
7000002068,917,3234,1,-1,GATEWAY,PAID,36774.0,693.0,13:07:28,TX-KFMF0WU6L0KZ
7000002069,1138,3694,1,-1,GATEWAY,REFUNDED,28459.2,328.0,16:02:56,TX-136KSRL2F7K3
7000002070,1139,-1,1,-1,GATEWAY,PAID,44651.1,387.0,21:03:02,TX-3B0ALY28YH8Y
7000002071,588,3219,1,-1,GATEWAY,PAID,50994.0,718.0,05:40:16,TX-6VO2PM09DKYD
7000002072,1336,3021,1,-1,CARD,FAILED,15729.6,,00:00:00,
7000002073,702,3708,1,-1,GATEWAY,PAID,16335.0,384.0,12:39:03,TX-KTIE4JA8JZNL
7000002074,779,4192,2,2,CASH,PAID,43560.0,514.0,23:43:45,TX-3ZUVFG9FLJQ1
7000002075,483,2015,1,-1,CARD,PAID,77197.68,603.0,23:16:40,TX-KY2KI3SC6BHQ
7000002076,757,2881,2,4,TRANSFER,PAID,41382.0,720.0,19:47:28,TX-QEEF9MKOT4D4
7000002077,927,2365,2,4,CARD,FAILED,54313.88,,00:00:00,
7000002078,560,1171,1,-1,GATEWAY,FAILED,31392.0,,00:00:00,
7000002079,832,4157,1,-1,CARD,PAID,78945.0,548.0,16:47:07,TX-8515D4MU1N01
7000002080,301,1330,1,-1,CARD,PAID,13914.6,360.0,23:48:33,TX-3R3SXD8WG118
7000002081,425,1152,1,-1,CARD,PAID,30167.4,366.0,00:18:27,TX-0Z8EY95RBNSR
7000002082,1453,3637,1,-1,GATEWAY,FAILED,15652.56,,00:00:00,
7000002083,1135,1869,1,-1,CARD,PAID,13614.6,695.0,10:03:06,TX-7GUN7YHUFHCG
7000002084,149,3160,1,-1,GATEWAY,PAID,30467.4,825.0,05:59:24,TX-87AR4I8IHTZJ
7000002085,12,2770,1,-1,GATEWAY,FAILED,96804.6,,00:00:00,
7000002086,1328,2571,1,-1,CARD,PAID,18150.0,680.0,00:22:02,TX-U7O6KG74KMVX
7000002087,492,3123,2,2,TRANSFER,PAID,36300.0,398.0,09:46:22,TX-RI84TF4X6LMB
7000002088,343,1862,1,-1,CARD,PAID,54624.0,748.0,00:24:02,TX-VYMGFK9XCKFJ
7000002089,729,2788,2,1,CARD,PAID,29040.0,446.0,01:51:12,TX-GEKFJPTPC1CB
7000002090,1261,2852,2,3,CASH,PAID,92565.0,249.0,23:29:02,TX-5QDZ1RS1J71Z
7000002091,829,3531,2,4,CARD,PAID,15246.0,774.0,01:49:31,TX-HNXSGOT73AWS
7000002092,342,3981,1,-1,CARD,PAID,35985.0,278.0,07:31:39,TX-RNPKSB64SUL4
7000002093,944,2314,2,4,CASH,PAID,89679.15,417.0,07:02:30,TX-JJZ8F3U1Y90B
7000002094,1499,3144,2,4,CASH,FAILED,86248.8,,00:00:00,
7000002095,852,-1,2,4,CARD,PAID,86321.4,806.0,01:18:10,TX-C64B5U8WBTD8
7000002096,52,-1,2,1,CASH,REFUNDED,15518.25,552.0,22:55:01,TX-BIW4NTHLKQ3E
7000002097,397,3507,1,-1,CARD,PAID,92739.0,325.0,17:13:59,TX-3JOG14EFMQML
7000002098,1111,1336,1,-1,GATEWAY,PAID,48924.9,284.0,23:18:52,TX-QPTIP87J73PD
7000002099,1380,3487,1,-1,CARD,REFUNDED,104146.8,746.0,01:51:05,TX-PVSC41IASWVX
